Warp,3200,864,2EACD857,0,1,5,4294967295,0,1
Warp,-32,864,7BCB2929,0,1,5,4294967295,0,1
Warp,2304,768,C28B164B,0,1,1,4294967295,0,1
Block,0,1024,C13851AC,0,1,1,4294967295,0,0
Block,32,1024,5FCCC340,0,1,1,4294967295,0,0
Block,64,1024,6A7B04B1,0,1,1,4294967295,0,0
Block,96,1024,7C49A355,0,1,1,4294967295,0,0
Block,128,1024,A09D5BF2,0,1,1,4294967295,0,0
Block,160,1024,13D67A4C,0,1,1,4294967295,0,0
Block,192,1024,AD13DB7A,0,1,1,4294967295,0,0
Block,224,1024,B99EC3B4,0,1,1,4294967295,0,0
Block,256,1024,0B0A0DFF,0,1,1,4294967295,0,0
Block,288,1024,E76A3738,0,1,1,4294967295,0,0
Block,320,1024,6106212F,0,1,1,4294967295,0,0
Block,352,1024,804F1AEF,0,1,1,4294967295,0,0
Block,384,1024,24D8D6F2,0,1,1,4294967295,0,0
Block,416,1024,366F7A2A,0,1,1,4294967295,0,0
Block,448,1024,D522D1D0,0,1,1,4294967295,0,0
Block,480,1024,25713E67,0,1,1,4294967295,0,0
Block,512,1024,70F0947F,0,1,1,4294967295,0,0
Block,544,1024,76AB67A9,0,1,1,4294967295,0,0
Block,576,1024,8DBDE590,0,1,1,4294967295,0,0
Block,608,1024,99266C5E,0,1,1,4294967295,0,0
Block,640,1024,3B7005C1,0,1,1,4294967295,0,0
Block,672,1024,09D8FCE8,0,1,1,4294967295,0,0
Block,704,1024,8229A8DA,0,1,1,4294967295,0,0
Block,768,1024,F816AA72,0,1,1,4294967295,0,0
Block,736,1024,C2D3699A,0,1,1,4294967295,0,0
Block,768,832,2E61CFA9,0,1,1,4294967295,0,0
Block,736,832,417194BD,0,1,1,4294967295,0,0
Block,704,832,5B0AB611,0,1,1,4294967295,0,0
Block,672,832,1ACDEF62,0,1,1,4294967295,0,0
Block,640,832,20B60E3C,0,1,1,4294967295,0,0
Block,608,832,CBCB57C2,0,1,1,4294967295,0,0
Block,576,832,A75CE605,0,1,1,4294967295,0,0
Block,544,832,B88E35F7,0,1,1,4294967295,0,0
Block,512,832,37D7D080,0,1,1,4294967295,0,0
Block,480,832,55A6BA74,0,1,1,4294967295,0,0
Block,448,832,ED6C6AB8,0,1,1,4294967295,0,0
Block,416,832,695FEC1C,0,1,1,4294967295,0,0
Block,384,832,85B5E311,0,1,1,4294967295,0,0
Block,352,832,E9EDDA57,0,1,1,4294967295,0,0
Block,320,832,FB47F732,0,1,1,4294967295,0,0
Block,288,832,8C23F58B,0,1,1,4294967295,0,0
Block,256,832,3A379FEB,0,1,1,4294967295,0,0
Block,224,832,A5B50314,0,1,1,4294967295,0,0
Block,192,832,ABE12E2A,0,1,1,4294967295,0,0
Block,160,832,C5078D57,0,1,1,4294967295,0,0
Block,128,832,43D30296,0,1,1,4294967295,0,0
Block,96,832,699CB05C,0,1,1,4294967295,0,0
Block,64,832,D31E35A3,0,1,1,4294967295,0,0
Block,32,832,7C53E875,0,1,1,4294967295,0,0
Block,0,832,D723057A,0,1,1,4294967295,0,0
Block,800,1024,F887F410,0,1,1,4294967295,0,0
Block,832,1024,5D8CFFD0,0,1,1,4294967295,0,0
Block,864,1024,F146D1E7,0,1,1,4294967295,0,0
Block,896,1024,FB3B0A8C,0,1,1,4294967295,0,0
Block,928,1024,A79E7A7A,0,1,1,4294967295,0,0
Block,960,1024,4F9884BD,0,1,1,4294967295,0,0
Block,992,1024,BDDFBE69,0,1,1,4294967295,0,0
Block,1024,1024,367DD837,0,1,1,4294967295,0,0
Block,1056,1024,0910A9A9,0,1,1,4294967295,0,0
Block,1088,1024,507FDA4E,0,1,1,4294967295,0,0
Block,1120,1024,7E2B85D5,0,1,1,4294967295,0,0
Block,1152,1024,17CAA197,0,1,1,4294967295,0,0
Block,1184,1024,5D234669,0,1,1,4294967295,0,0
Block,1216,1024,A78347B6,0,1,1,4294967295,0,0
Block,1248,1024,74278A07,0,1,1,4294967295,0,0
Block,1280,1024,84E347CF,0,1,1,4294967295,0,0
Block,1312,1024,7CEFDB41,0,1,1,4294967295,0,0
Block,1344,1024,917E7E41,0,1,1,4294967295,0,0
Block,1376,1024,FB7FD87C,0,1,1,4294967295,0,0
Block,1408,1024,1707A9BA,0,1,1,4294967295,0,0
Block,1440,1024,8D107C49,0,1,1,4294967295,0,0
Block,1472,1024,2D482450,0,1,1,4294967295,0,0
Block,1504,1024,3BA4333C,0,1,1,4294967295,0,0
Block,1568,1024,AF7BE897,0,1,1,4294967295,0,0
Block,1536,1024,737124D5,0,1,1,4294967295,0,0
Block,1568,832,A1306D3A,0,1,1,4294967295,0,0
Block,1536,832,7A0628E1,0,1,1,4294967295,0,0
Block,1504,832,8F03469E,0,1,1,4294967295,0,0
Block,1472,832,2B924947,0,1,1,4294967295,0,0
